,REGIONAL,DEPARTAMENTO,TECNOL,GERENCIA,CANAL_HOMOLOGADO_MILLICON,tipo_fuerza_venta,estrato,antiguedad_meses,productos,portafolio,no_serv_tecnicos,fallo,asesoria_factura,pedidos_peticiones,reagendamiento,asesoria_servicios,retencion,Otras,quejas_fraude,traslado,Incumplimiento_pago,cliente_id
1477,NOROCCIDENTE,ANTIOQUIA,HFC,RETAIL,RETAIL,INDIRECTA,3,0.0,TO+BA,Duo,,,1,0,0,0,0,0,0,0,0,1017270788
1476,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,5.0,BA,Individual,1.0,No navega,1,0,0,0,0,0,0,0,1,1017269987
1474,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,SE,13.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,1017268957
1473,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,13.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,1017268957
1472,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,FVD,INDIRECTA,1,180.0,TO,Individual,,,0,0,0,0,0,0,0,0,0,1017268915
1469,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,25.0,TO+TV+BA,Trio,1.0,Sin señal,0,0,0,0,0,0,0,0,0,1017268649
1467,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,4.0,TO+BA,Duo,,,0,1,0,0,0,0,0,0,0,1017268577
1466,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,IN BOUND,INDIRECTA,2,10.0,BA,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,1017265893
1464,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,FVD,INDIRECTA,3,34.0,TO+BA,Duo,1.0,Servicio intermitente,1,1,0,0,0,0,1,1,0,1017264718
1461,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,14.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,1017264118
1459,NOROCCIDENTE,ANTIOQUIA,HFC,TIENDAS,TIENDAS,INDIRECTA,2,53.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,1017263837
1456,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,1,5.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,1,1017263685
1454,NOROCCIDENTE,ANTIOQUIA,REDCO,FVD,FVD,INDIRECTA,1,35.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,1017262835
1453,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,3,2.0,TO+TV,Duo,1.0,Sin señal,0,0,0,0,0,0,0,0,0,1017262812
1850,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,1,0.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,1017262218
1847,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,3,18.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,1,1017261912
1845,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,175.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,1,1017261065
1843,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,11.0,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,1017260740
1840,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,DEALERS,DIRECTA,4,36.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,1,1017259587
1839,NOROCCIDENTE,ANTIOQUIA,HFC,TIENDAS,TIENDAS,INDIRECTA,2,7.0,TO,Individual,1.0,No navega,0,1,0,0,0,0,0,0,1,1017259286
1836,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,31.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,1017258943
1835,NOROCCIDENTE,ANTIOQUIA,REDCO,FVD,FVD,INDIRECTA,1,0.0,TO,Individual,1.0,Servicio intermitente,0,0,0,1,0,0,0,0,1,1017258753
1833,NOROCCIDENTE,ANTIOQUIA,REDCO,FVD,FVD,INDIRECTA,2,23.0,TO+BA,Duo,1.0,No navega,0,0,0,0,0,0,0,0,0,1017258556
1834,NOROCCIDENTE,ANTIOQUIA,REDCO,FVD,FVD,INDIRECTA,2,23.0,TO+BA,Duo,1.0,No navega,0,0,0,0,0,0,0,0,1,1017258556
1832,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,16.0,BA,Individual,1.0,Servicio intermitente,0,0,0,0,0,0,0,0,0,1017258287
1829,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,DEALERS,DIRECTA,1,122.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,1017258173
1827,NOROCCIDENTE,ANTIOQUIA,REDCO,FVD,DEALERS,DIRECTA,2,70.0,TO+BA,Duo,,,0,0,0,1,0,0,0,0,1,1017257941
1825,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,DEALERS,DIRECTA,2,13.0,TV+BA,Duo,,,1,1,0,0,0,0,0,0,1,1017257623
1822,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,DIGITALES,INDIRECTA,4,28.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,1,1017257313
1820,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,OUT BOUND,INDIRECTA,2,14.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,1,1017256424
1817,NOROCCIDENTE,ANTIOQUIA,HFC,RETAIL,RETAIL,INDIRECTA,2,60.0,TO+TV+BA,Trio,,,1,0,0,0,0,0,0,0,1,1017256374
1816,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,4,12.0,TO,Individual,1.0,Servicio intermitente,0,0,0,0,0,0,0,1,1,1017255627
1814,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,IN BOUND,INDIRECTA,2,22.0,TO+BA,Duo,,,0,1,0,0,0,0,0,0,0,1017255530
1812,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,8.0,TO+BA,Duo,1.0,No navega,0,0,0,0,0,0,0,0,1,1017255195
1810,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,DEALERS,DIRECTA,1,17.0,TO+BA,Duo,,,1,0,0,0,0,0,0,0,1,1017254934
1807,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,4,23.0,TO+TV+BA,Trio,1.0,No funciona línea telefónica,0,0,0,0,0,0,0,0,0,1017254871
1804,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,FVD,INDIRECTA,2,4.0,TO+TV+BA,Trio,1.0,No navega,0,0,0,0,0,0,0,0,0,1017254748
1803,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,123.0,BA,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,1017254486
1802,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,9.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,1017253499
1800,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,FVD,INDIRECTA,3,30.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,1017252943
1798,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,IN BOUND,INDIRECTA,2,6.0,TO+BA,Duo,1.0,No navega,0,0,0,0,0,0,0,0,0,1017252222
1796,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,18.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,1017251358
1794,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,4.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,1017250660
1793,NOROCCIDENTE,ANTIOQUIA,REDCO,RETAIL,RETAIL,INDIRECTA,2,10.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,1017250443
1791,NOROCCIDENTE,ANTIOQUIA,HFC,RETAIL,RETAIL,INDIRECTA,3,3.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,1017249829
1790,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,22.0,TV,Individual,1.0,No funciona línea telefónica,0,0,0,0,0,0,0,1,0,1017249410
1788,NOROCCIDENTE,ANTIOQUIA,HFC,RETAIL,RETAIL,INDIRECTA,1,33.0,TV+BA,Duo,1.0,No navega,0,0,0,0,0,0,0,1,0,1017249204
1785,NOROCCIDENTE,ANTIOQUIA,HFC,AUR&CONSTRUCTORES,URBANIZACIONES,INDIRECTA,2,77.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,1017249104
1782,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,4,19.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,1017248828
1780,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,1,4.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,1017247576
2214,NOROCCIDENTE,ANTIOQUIA,HFC,TIENDAS,TIENDAS,INDIRECTA,2,12.0,TV,Individual,1.0,Problemas Control Remoto,0,0,0,0,0,0,0,0,0,1017246045
2213,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,0.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,1017245925
2211,NOROCCIDENTE,ANTIOQUIA,HFC,RETAIL,RETAIL,INDIRECTA,4,118.0,TV+BA,Duo,1.0,No navega,1,0,0,1,1,0,0,0,0,1017245502
2209,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,15.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,1017245374
2207,NOROCCIDENTE,ANTIOQUIA,REDCO,FVD,FVD,INDIRECTA,1,29.0,TV+BA,Duo,1.0,Servicio intermitente,0,0,0,0,0,0,0,0,1,1017243508
2208,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,FVD,INDIRECTA,1,29.0,TV+BA,Duo,1.0,Servicio intermitente,0,0,0,0,0,0,0,0,1,1017243508
2204,NOROCCIDENTE,ANTIOQUIA,HFC,RETAIL,RETAIL,INDIRECTA,3,48.0,TO+TV+BA,Trio,1.0,No navega,0,0,0,0,0,0,0,0,0,1017240777
2202,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,3,189.0,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,1017239054
2201,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,198.0,BA,Individual,,,1,1,0,0,0,0,0,0,0,1017239024
2200,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,14.0,TV,Individual,,,0,0,1,1,0,0,0,0,0,1017238995
2199,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,1,4.0,TO,Individual,,,0,0,0,0,0,0,0,0,0,1017238866
2196,NOROCCIDENTE,ANTIOQUIA,REDCO,FVD,DEALERS,DIRECTA,2,3.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,1,1017237798
2193,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,4,177.0,TO+TV+BA,Trio,1.0,Servicio intermitente,1,0,0,0,1,0,0,0,0,1017237761
2190,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,DEALERS,DIRECTA,4,13.0,TO+TV+BA,Trio,1.0,No navega,0,0,0,0,0,0,0,0,0,1017236561
2187,NOROCCIDENTE,ANTIOQUIA,HFC,RETAIL,RETAIL,INDIRECTA,2,44.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,1,1017236089
2186,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,168.0,BA,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,1017235153
2185,NOROCCIDENTE,ANTIOQUIA,HFC,RETAIL,RETAIL,INDIRECTA,3,9.0,TO+TV,Duo,,,0,0,0,0,0,0,0,0,0,1017234140
2184,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,1,11.0,TO,Individual,1.0,No navega,0,0,1,1,0,0,0,0,0,1017232820
2183,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,1,0.0,TO,Individual,1.0,No funciona línea telefónica,0,0,0,0,0,0,0,0,0,1017232637
2182,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,1,132.0,BA,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,1017232501
2181,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,3,42.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,1017232304
2179,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,5,93.0,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,1017232083
2176,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,4,25.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,1017231672
2177,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,4,25.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,1,1017231672
2175,NOROCCIDENTE,ANTIOQUIA,REDCO,TIENDAS,TIENDAS,INDIRECTA,SE,0.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,1017230713
2173,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,0.0,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,1017230141
2171,NOROCCIDENTE,ANTIOQUIA,HFC,RETAIL,RETAIL,INDIRECTA,2,15.0,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,1017229873
2169,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,79.0,TO+BA,Duo,,,0,0,0,1,0,0,0,0,0,1017229328
2166,NOROCCIDENTE,ANTIOQUIA,HFC,OTROS,OTROS,INDIRECTA,3,18.0,TO+TV+BA,Trio,1.0,No navega,0,0,0,0,0,0,0,0,0,1017229179
2164,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,4.0,TO+BA,Duo,1.0,No navega,0,0,0,0,0,0,0,0,0,1017229100
2161,NOROCCIDENTE,ANTIOQUIA,HFC,TIENDAS,TIENDAS,INDIRECTA,4,34.0,TO+TV+BA,Trio,1.0,Sin señal,0,0,0,0,0,0,0,0,0,1017227972
2160,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,5,13.0,TO,Individual,,,1,0,0,0,0,0,0,0,1,1017227475
2157,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,5.0,TO+TV+BA,Trio,1.0,Sin señal,0,0,0,0,0,0,0,0,0,1017227163
2154,NOROCCIDENTE,ANTIOQUIA,HFC,RETAIL,RETAIL,INDIRECTA,4,4.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,1017226023
2151,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,DEALERS,DIRECTA,3,3.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,1,1017225663
2149,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,FVD,INDIRECTA,3,1.0,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,1017224844
2148,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,8.0,TO,Individual,,,0,0,0,0,0,0,0,0,0,1017224575
2146,COSTA,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,SE,0.0,TO+TV,Duo,,,0,0,0,0,0,0,0,0,0,1017223294
2145,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,35.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,1017223087
2144,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,2,8.0,TV,Individual,1.0,Sin señal,0,0,0,0,0,0,0,0,0,1017222106
2142,NOROCCIDENTE,ANTIOQUIA,HFC,TIENDAS,TIENDAS,INDIRECTA,3,26.0,TO+TV,Duo,1.0,Fallas en audio/subtitulos,0,0,0,0,0,0,0,0,0,1017221347
2141,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,4,12.0,TO,Individual,,,0,0,0,0,0,0,0,0,0,1017221080
2602,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,203.0,TO+TV+BA,Trio,1.0,Mala calidad en la imagen,0,0,0,0,0,0,0,0,0,1017220711
2601,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,1,45.0,TV,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,1017219151
2598,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,9.0,TO+TV+BA,Trio,1.0,Servicio intermitente,0,0,0,0,0,0,0,0,0,1017218879
2597,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,13.0,TO,Individual,,,0,0,0,0,0,0,0,0,0,1017217287
2596,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,IN BOUND,INDIRECTA,2,3.0,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,1017216836
2595,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,3.0,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,1017216836
2594,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,0.0,TO,Individual,1.0,Problemas wifi,0,0,0,0,0,0,0,0,0,1017216616
2593,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,0.0,TO,Individual,,,0,0,0,0,0,0,0,0,0,1017214787
2592,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,45.0,TV,Individual,1.0,Navegacion Lenta,0,1,0,1,0,0,0,0,0,1017214269
2591,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,40.0,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,1017213814
2590,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,40.0,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,1017213814
2589,NOROCCIDENTE,ANTIOQUIA,GPON,CONTACT,SAC,INDIRECTA,4,22.0,TO,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,1017213167
2588,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,54.0,BA,Individual,,,0,1,0,0,0,0,0,0,0,1017212948
2587,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,OUT BOUND,INDIRECTA,2,39.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,1017211443
2585,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,1,7.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,1017211378
2582,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,2,62.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,1017211378
2581,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,11.0,TO,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,1017210999
2578,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,FVD,INDIRECTA,1,19.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,1017210893
2577,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,35.0,BA,Individual,1.0,Navegacion Lenta,0,0,0,0,0,0,0,0,0,1017210712
2574,ORIENTE,SANTANDER,HFC,CONTACT,IN BOUND,INDIRECTA,4,7.0,TO+TV+BA,Trio,1.0,No navega,0,0,0,0,0,0,1,0,0,1017209005
2571,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,DIGITALES,INDIRECTA,2,0.0,TO+TV+BA,Trio,1.0,No navega,0,0,0,0,0,0,0,0,0,1017207950
2570,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,FVD,INDIRECTA,1,2.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,1017207599
2569,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,29.0,TO,Individual,1.0,No funciona línea telefónica,0,0,0,0,0,0,1,0,0,1017207065
2566,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,16.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,1,1017206700
2565,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,2,62.0,BA,Individual,,,1,1,1,1,0,0,0,1,0,1017205337
2562,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,3,10.0,TO+TV+BA,Trio,1.0,No funciona línea telefónica,0,0,0,0,0,0,0,0,0,1017204966
2561,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,0.0,TV,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,1017203906
2559,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,17.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,1017203089
2558,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,22.0,TV,Individual,1.0,No funciona línea telefónica,1,0,0,0,1,0,0,1,1,1017203055
2556,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,178.0,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,1017201276
2554,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,7.0,TO+TV,Duo,,,1,0,0,0,0,0,0,0,0,1017201124
2553,NOROCCIDENTE,ANTIOQUIA,GPON,CONTACT,SAC,INDIRECTA,4,75.0,BA,Individual,,,0,1,0,0,0,0,0,0,0,1017200080
2552,NOROCCIDENTE,ANTIOQUIA,REDCO,TIENDAS,TIENDAS,INDIRECTA,4,182.0,BA,Individual,1.0,No funciona línea telefónica,0,0,0,0,0,0,0,0,0,1017200067
2550,NOROCCIDENTE,ANTIOQUIA,REDCO,FVD,FVD,INDIRECTA,3,5.0,TV+BA,Duo,1.0,Sin señal,0,0,0,0,0,0,0,0,0,1017200059
2549,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,1,5.0,TO,Individual,1.0,No navega,0,0,0,0,0,0,0,0,1,1017199693
2548,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,5.0,BA,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,1017198811
2546,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,3,202.0,TO+TV,Duo,1.0,No navega,0,0,0,0,0,0,0,1,0,1017198660
2547,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,202.0,TO+TV,Duo,1.0,No navega,0,0,0,0,0,0,0,1,0,1017198660
2543,NOROCCIDENTE,ANTIOQUIA,HFC,RETAIL,RETAIL,INDIRECTA,6,39.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,1017198419
2540,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,4,118.0,TO+TV+BA,Trio,1.0,No navega,0,0,0,0,0,0,0,0,0,1017198175
106,NOROCCIDENTE,ANTIOQUIA,HFC,TIENDAS,TIENDAS,INDIRECTA,3,13.0,TV+BA,Duo,,,0,0,0,1,0,0,0,0,0,1017197816
103,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,4,7.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,1017197277
100,NOROCCIDENTE,ANTIOQUIA,GPON,FVD,DEALERS,DIRECTA,3,4.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,1,0,0,1017195804
97,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,DEALERS,DIRECTA,3,1.0,TO+TV+BA,Trio,1.0,No navega,0,0,0,0,0,0,0,0,1,1017195803
94,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,DEALERS,DIRECTA,4,1.0,TO+TV+BA,Trio,1.0,No funciona línea telefónica,0,0,0,0,0,0,0,0,1,1017195802
91,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,40.0,TO+TV+BA,Trio,1.0,No navega,0,0,0,0,0,0,0,0,0,1017195631
90,NOROCCIDENTE,ANTIOQUIA,HFC,OTROS,OTROS,INDIRECTA,6,2.0,TV,Individual,1.0,Sin señal,0,0,0,0,0,0,0,0,0,1017195245
88,NOROCCIDENTE,ANTIOQUIA,REDCO,FVD,DEALERS,DIRECTA,2,202.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,1017194490
85,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,6,4.0,TO+TV+BA,Trio,1.0,Sin señal,0,0,0,0,0,0,0,0,1,1017193738
84,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,65.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,1017193427
83,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,48.0,BA,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,1017191407
82,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,180.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,1017190890
81,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,3,3.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,1017189640
79,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,70.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,1017188943
78,NOROCCIDENTE,ANTIOQUIA,HFC,TIENDAS,TIENDAS,INDIRECTA,2,202.0,TV,Individual,,,1,1,0,0,0,0,0,0,0,1017188310
75,NOROCCIDENTE,ANTIOQUIA,HFC,RETAIL,RETAIL,INDIRECTA,4,3.0,TO+TV+BA,Trio,1.0,Sin señal,1,0,0,0,0,0,0,0,0,1017187419
74,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,1,131.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,1017183418
73,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,IN BOUND,INDIRECTA,2,156.0,BA,Individual,1.0,No navega,1,0,0,0,0,0,0,0,0,1017183210
